surgeon_id,surgeon_name,speciality,subspecialty,preferred_retractor_size,preferred_drill_brand,needs_backup_suction,years_of_experience,hospital_affiliation,procedure,instrument,generation_timestamp
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Knee Replacement,Bone Cement Gun,2026-05-09T14:10:58.791717
,mr hartman,,SPINE,S,STRYKER,FALSE,,,  Hip Replacement ,Oscillating Saw,2026-05-09T14:10:58.791722
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Spinal Fusion,Rongeur,14/08/2012 20:47
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Foraminotomy,Spinal Distractor,INVALID_DATE
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Bone Grafting,Scxewdriver,28/09/2014 23:35
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Fracture Repair,Pediatric Drill   ,2026-05-09T14:10:58.791786
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Ankle Reconstruction,zallet,2026-05-09T14:10:58.791795
,mr hartman,,SPINE,S,STRYKER,FALSE,,,yip Replacement,Bone Rasp,2026-05-09T14:10:58.791801
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Joint Replacement,Intramedullary Nail,31/03/1994 06:51
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Laminectomy,  ZLEVATOR ,2026-05-09T14:10:58.791835
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Shoulder Arthroscopy,Bone Rasp,2026-05-09T14:10:58.791843
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,ExternalzFixation,screwdriver,2026-05-09T14:10:58.791852
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,  Knee Replacement ,Byne Rasp,
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Shoulder Arthroscopy,BONE SXW,06/05/1982 17:08
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,External Fixation,Bone Pyate,2026-05-09T14:10:58.791892
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,HIP REPLACEZENT   ,  Joint Retractor ,INVALID_DATE
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Ankle Reconstruction,screz driver,2026-05-09T14:10:58.791910
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Diskectomy,Curette,2026-05-09T14:10:58.791916
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Limb Lengtxening,bone chisel,2026-05-09T14:10:58.791923
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,growth plate surgery,Bone Chysel,INVALID_DATE
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Hip Arthroplasty,Bone Rasp,2026-05-09T14:10:58.791934
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Open Reduction Internal Fixation,Bone Plate,2026-05-09T14:10:58.791941
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,ACHILLES REPAIR,screw drixer,2026-05-09T14:10:58.791952
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Foraminytomy,Spinal Distractor   ,2026-05-09T14:10:58.791961
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Totax Hip Arthroplasty,Bone Cement Gun,2026-05-09T14:10:58.791967
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Knee Arthroplasty,Bone Rasp,2026-05-09T14:10:58.791976
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Fracture Repair   ,Pediatric Drill,23/03/1983 03:02
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,External Fixation,Drill,INVALID_DATE
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Hip Replacement,zone Cement Gun,2026-05-09T14:10:58.792013
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Limb Lengthening,Pediatric Drill,INVALID_DATE
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Shoulder Arthroscopy,Bone Rasp,2026-05-09T14:10:58.792023
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,External Fixation,Bone Plate   ,
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Ankle Rexonstruction,Powerzdrill,2026-05-09T14:10:58.792037
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,FORAMINOTOMY,  Spinal Distractor ,2026-05-09T14:10:58.792044
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Limb Lengthening,Growty Rod,
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Clubfoot Correction,External Fixator,INVALID_DATE
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Fracture Repair   ,External Fixator,2026-05-09T14:10:58.792061
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Flatfoot Correction,  POWERXDRILL ,24/12/2022 01:58
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Shoulder Arthroscopy,Bone Cemenx Gun,2026-05-09T14:10:58.792098
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Diskectomy,Pedicle Screw,INVALID_DATE
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Spinal Fusion,Rongeur,2026-05-09T14:10:58.792109
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Txtal Hip Arthroplasty,Bone Rasp,2026-05-09T14:10:58.792116
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,  HipzReplacement ,Bone Rasp,2026-05-09T14:10:58.792122
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Achilles Rezair,Power drill,03/05/1985 05:53
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Growth Plate Surgery,Pediatric Drill,INVALID_DATE
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Total Knee Arthroplasty,Bone Cement Gun,2026-05-09T14:10:58.792159
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Spinal Fusion,Pedicle Screw,2026-05-09T14:10:58.792167
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Laminectomy,curette,2026-05-09T14:10:58.792173
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Knee Replacement,  Bone Rasp ,2026-05-09T14:10:58.792179
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,total knee arthroplasty,BONE CEMENT GUN,2026-05-09T14:10:58.792185
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Laminectomy,Rongeur,2026-05-09T14:10:58.792191
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Flatfoot Correction,small bone nibbler,2026-05-09T14:10:58.792196
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,achilles repair,West self retaining retractor,19/12/1997 00:46
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Ankle Reconstruction,Power Drizl,2026-05-09T14:10:58.792235
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Limb Lengthening,Kirschner Wire,2026-05-09T14:10:58.792242
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Hip Arthroplasty,Oscillating Saw,2026-05-09T14:10:58.792262
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Arthrodesis,Power drill   ,2026-05-09T14:10:58.792270
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Total Hip Arthroplasty,Joint Retractor   ,2026-05-09T14:10:58.792276
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Totay Hip Arthroplasty,Bone Saw,12/03/1981 10:44
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,LAMINECTOMY,Spinal Distractor,10/11/2002 03:05
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Shoulder Arthroscopy,Bone Cement Gun,2026-05-09T14:10:58.792334
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Fracture Repair,Bone Chisel,2026-05-09T14:10:58.792341
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Flatfoot Correction,West self retaining xetractor,
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Bunion Removal,screw driver,2026-05-09T14:10:58.792353
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Knee Replacement,Bone Cement zun,2026-05-09T14:10:58.792360
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Fracture Fixation,Screwdriver   ,2026-05-09T14:10:58.792369
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Fracture Repair,  Pediatric Drill ,2026-05-09T14:10:58.792375
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Hip Arthroplasty,Bone Rasp,2026-05-09T14:10:58.792380
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Vertebroplasty,Rongexr,2026-05-09T14:10:58.792386
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Shoulder Arthroscopy,Boye Cement Gun,2026-05-09T14:10:58.792394
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Total Knee Arthroplasty,Bone Cement Gun,2026-05-09T14:10:58.792398
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Limb Lengthenzng,Kirschner Wire,2026-05-09T14:10:58.792406
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Diskectomy   ,Curette,2026-05-09T14:10:58.792411
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Total Knee Arthroplasty,  Bone zasp ,2026-05-09T14:10:58.792418
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Spinal Fusion,CURETTE,2026-05-09T14:10:58.792424
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Total Knee Arthroplasty   ,Oscillating Saw,2026-05-09T14:10:58.792435
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Clubfoot Correction   ,Bone Chisel,2026-05-09T14:10:58.792441
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Flatfozt Correction,Power drill,2026-05-09T14:10:58.792448
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Achilles Repair,small bone nibbler,INVALID_DATE
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Shoulder Arthroscopy,Joint Retractor,2026-05-09T14:10:58.792456
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Hip Replacement,Bone Saw   ,INVALID_DATE
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,laminectoxy,Spinal Distractor   ,01/04/1987 19:34
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Diskectomy,Rongeur,2026-05-09T14:10:58.792495
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Limb Lengthening,Bone Chisel,2026-05-09T14:10:58.792501
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Hip Replacement   ,Joint Retractor,2026-05-09T14:10:58.792506
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Limb Lengthening,Bone Chisel   ,2026-05-09T14:10:58.792515
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Diskectomy,  spinal distractor ,2026-05-09T14:10:58.792524
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Totyl Hip Arthroplasty,bone saw,2026-05-09T14:10:58.792534
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Fracture Fixation,External Fixator,01/10/1972 05:10
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Growth Plate Surgery,Bone Chisel   ,24/06/1997 20:59
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Flatfoot Correction,Power Drill,2026-05-09T14:10:58.792591
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Fracture Fixation   ,Dxill,2026-05-09T14:10:58.792600
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Open Reduction Inteynal Fixation,External Fxxator,21/09/2018 06:09
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Total Hip Arthroplasty,joint retractor,20/02/1984 06:40
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,  Limb Lengthening ,Kirschner Wire,2026-05-09T14:10:58.792659
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Diskectomy,ELEVATOR,2026-05-09T14:10:58.792671
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Arthrodesis,maylet,05/07/2004 13:46
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Joint Replacement,External Fyxator,2026-05-09T14:10:58.792708
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Clubfoot Correction,Growth Rod,2026-05-09T14:10:58.792714
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,TOTAL HIP ARTHROPLASTY,Bone Saw   ,2026-05-09T14:10:58.792720
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Hip Replacement,Bone Rasp,2026-05-09T14:10:58.792725
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Hip Replacement,Bone Cement Gun,2026-05-09T14:10:58.792730
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Total Hip Arthroplasty,Bone Cement Gun,06/06/1975 00:57
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,FOYAMINOTOMY,Rongeyr,
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Hip Replacement,bone cement gun,INVALID_DATE
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Hip Replacement,Bone Saw,INVALID_DATE
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Diskectomy,Pedicle Screw,INVALID_DATE
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Laminectomy,Rongeur   ,2026-05-09T14:10:58.792782
,mr hartman,,SPINE,S,STRYKER,FALSE,,,fracture repair   ,Growth Rod,2026-05-09T14:10:58.792790
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Knee Arthroplasty,bone rasp,INVALID_DATE
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Achilles Repair,west self retaining retractor,2026-05-09T14:10:58.792802
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Spinax Fusion,Pedicle Screw,03/02/2003 05:46
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Knee Replacement,Joizt Retractor,2026-05-09T14:10:58.792839
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Fracture Fixation,BonexPlate,02/11/1998 04:14
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Knee Replacement,Bone Cement Gun,2026-05-09T14:10:58.792870
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Limb Lengthening,EXTERNAL FIXATOR,2026-05-09T14:10:58.792881
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Shoulder Arthroscopy,bone rasp,
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Scoliosis Suzgery,External Fixator,2026-05-09T14:10:58.792893
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Limb Lengtxening,Pediatric Drill,2026-05-09T14:10:58.792899
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Ankle Reconstruction,West self retaining retracxor,2026-05-09T14:10:58.792910
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,SHOULDXR ARTHROSCOPY,Bone Rasp,
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,  Flatfoot Correczion ,SCRXW DRIVER,2026-05-09T14:10:58.792925
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Clubfoot Correztion,Bone Chisel,2026-05-09T14:10:58.792932
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Hip Arthroplasty,Bone Saw,30/09/1982 09:17
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,total knee arthroplasty,Bony Saw,2026-05-09T14:10:58.792964
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Ankle Reconstruction   ,Power drill,06/08/2000 12:19
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Knee Replzcement,Bone Saw,2026-05-09T14:10:58.793001
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Shoulder Artzroscopy,Oscillating Saw,2026-05-09T14:10:58.793008
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,joint replacement,SCREWDRIVER,02/08/1990 17:29
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Vertebroplasty,Elevator,
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Achilles Repair,  Wzst self retaining retractor ,2026-05-09T14:10:58.793045
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,ScoliosiszSurgery,external fixator,INVALID_DATE
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Diskectomy,elexator,2026-05-09T14:10:58.793060
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Bunion Removal,small bone nibbler,2026-05-09T14:10:58.793068
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Limb Lengthening,  External Fixator ,2026-05-09T14:10:58.793073
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Growth Plate Surgery,Pedzatric Drill,2026-05-09T14:10:58.793085
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Diskectomy,Spinal Diszractor,25/07/2011 11:39
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Total Knee Arthroplasty,Joint Retractor,2026-05-09T14:10:58.793119
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Fracture Repair,pediatric drill,2026-05-09T14:10:58.793125
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Diskectomy   ,Rongeur,2026-05-09T14:10:58.793132
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,laminectomy,Spinal Distractzr,
,mr hartman,,SPINE,S,STRYKER,FALSE,,,hip replacement,BonexRasp,23/04/2010 22:03
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Knee Replacement,Bone Rasp,2026-05-09T14:10:58.793169
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,LAMINECTOMY   ,Elevytor,2026-05-09T14:10:58.793178
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,ACHILLES REPAIR,Wxst self retaining retractor   ,2026-05-09T14:10:58.793187
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Fracture Repair,External Fixatyr   ,INVALID_DATE
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flatfoot Correction   ,small bone nibbler,2026-05-09T14:10:58.793200
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Knee Replacement,Oscillating Saw,2026-05-09T14:10:58.793206
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Knee Replacement,  Joint Retractor ,16/04/1979 05:45
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Limb Lengthening,Kirschner Wire,29/03/2021 03:01
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,  Total Knee Arthroplysty ,BONE CEMENT GUN,2026-05-09T14:10:58.793260
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Knee Replacement,Bone Saw,2026-05-09T14:10:58.793267
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Fracture Repair,Bone Chisel,2026-05-09T14:10:58.793272
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Laminectomy   ,Roxgeur,2026-05-09T14:10:58.793280
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,  Hip Replacement ,  Bone Cement Gun ,2026-05-09T14:10:58.793287
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Ankle Reconstyuction,screw driver,2026-05-09T14:10:58.793297
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Hip Arthroplasty,Bone Cement Gun,2026-05-09T14:10:58.793304
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Knee Replaczment,  Bone Cement Gun ,
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,total hip arthroplasty,Bone Saw,2026-05-09T14:10:58.793318
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Hip Replazement,BONE CEZENT GUN,
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,  Bunion Removal ,Smazl Bone Nibbler,2026-05-09T14:10:58.793334
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,  Total Knee Arthrxplasty ,Oscillating Saw,2026-05-09T14:10:58.793341
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,diskxctomy,Rongeur,2026-05-09T14:10:58.793349
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Clubfoot Correction,Kirschner Wire   ,2026-05-09T14:10:58.793356
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Shoulder Arthroscopy   ,Joint Retractor,2026-05-09T14:10:58.793361
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,ANKLE RECONSTRUCTION,West self retaining retractor,2026-05-09T14:10:58.793370
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Knee Replacement,Bone Rasp   ,03/08/2013 21:42
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,ARTHRODESIS,  small bone nibbler ,2026-05-09T14:10:58.793402
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Achilles Repair,West self retaining retractor   ,2026-05-09T14:10:58.793408
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,total knee arthxoplasty,  Bone Saw ,2026-05-09T14:10:58.793417
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Clubfoot Correction,Kirschner Wire,2026-05-09T14:10:58.793422
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Knee Replacement,Joint Reyractor,13/12/2014 04:13
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,  Achilley Repair ,screw driver,20/01/1999 02:40
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,  Laminectomy ,Pedicle Screw,16/05/2010 08:17
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Growth Plate Surgery,  yrowth Rod ,2026-05-09T14:10:58.793505
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,  Arthrodesxs ,West self retaining retractor   ,29/11/2010 07:11
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Diskectomy   ,Pedicle Szrew,2026-05-09T14:10:58.793544
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Bunion Removal   ,Power drill,01/11/1986 02:48
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Hip Replacement,Bzne Rasp,08/05/1991 04:20
